movieId,title,genres,combined_features
3278,Gendernauts (1999),Documentary,Gendernauts (1999) Documentary
3279,Knockout (1999),Action|Adventure,Knockout (1999) Action|Adventure
3280,"Baby, The (1973)",Horror,"Baby, The (1973) Horror"
3281,"Brandon Teena Story, The (1998)",Documentary,"Brandon Teena Story, The (1998) Documentary"
3282,Different for Girls (1996),Comedy,Different for Girls (1996) Comedy
3283,Minnie and Moskowitz (1971),Action,Minnie and Moskowitz (1971) Action
3284,They Might Be Giants (1971),Comedy|Romance,They Might Be Giants (1971) Comedy|Romance
3285,"Beach, The (2000)",Adventure|Drama,"Beach, The (2000) Adventure|Drama"
3286,Snow Day (2000),Comedy,Snow Day (2000) Comedy
3287,"Tigger Movie, The (2000)",Animation|Children's,"Tigger Movie, The (2000) Animation|Children's"
3288,Cotton Mary (1999),Drama,Cotton Mary (1999) Drama
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,Not One Less (Yi ge dou bu neng shao) (1999) Drama
3290,Soft Toilet Seats (1999),Comedy,Soft Toilet Seats (1999) Comedy
3291,Trois (2000),Thriller,Trois (2000) Thriller
3292,"Big Combo, The (1955)",Film-Noir,"Big Combo, The (1955) Film-Noir"
3293,Conceiving Ada (1997),Drama|Sci-Fi,Conceiving Ada (1997) Drama|Sci-Fi
3294,Eaten Alive (1976),Horror,Eaten Alive (1976) Horror
3295,Raining Stones (1993),Drama,Raining Stones (1993) Drama
3296,To Sir with Love (1967),Drama,To Sir with Love (1967) Drama
3297,With Byrd at the South Pole (1930),Documentary,With Byrd at the South Pole (1930) Documentary
3298,Boiler Room (2000),Drama,Boiler Room (2000) Drama
3299,Hanging Up (2000),Comedy|Drama,Hanging Up (2000) Comedy|Drama
3300,Pitch Black (2000),Action|Sci-Fi,Pitch Black (2000) Action|Sci-Fi
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,"Whole Nine Yards, The (2000) Comedy|Crime"
3302,Beautiful People (1999),Comedy,Beautiful People (1999) Comedy
3303,Black Tar Heroin: The Dark End of the Street (1999),Documentary,Black Tar Heroin: The Dark End of the Street (1999) Documentary
3304,Blue Collar (1978),Crime|Drama,Blue Collar (1978) Crime|Drama
3305,Bluebeard (1944),Film-Noir|Horror,Bluebeard (1944) Film-Noir|Horror
3306,"Circus, The (1928)",Comedy,"Circus, The (1928) Comedy"
3307,City Lights (1931),Comedy|Drama|Romance,City Lights (1931) Comedy|Drama|Romance
3308,"Flamingo Kid, The (1984)",Comedy|Drama,"Flamingo Kid, The (1984) Comedy|Drama"
3309,"Dog's Life, A (1920)",Comedy,"Dog's Life, A (1920) Comedy"
3310,"Kid, The (1921)",Action,"Kid, The (1921) Action"
3311,"Man from Laramie, The (1955)",Western,"Man from Laramie, The (1955) Western"
3312,"McCullochs, The (1975)",Drama,"McCullochs, The (1975) Drama"
3313,Class Reunion (1982),Comedy,Class Reunion (1982) Comedy
3314,"Big Trees, The (1952)",Action|Drama,"Big Trees, The (1952) Action|Drama"
3315,Happy Go Lovely (1951),Musical,Happy Go Lovely (1951) Musical
3316,Reindeer Games (2000),Action|Thriller,Reindeer Games (2000) Action|Thriller
3317,Wonder Boys (2000),Comedy|Drama,Wonder Boys (2000) Comedy|Drama
3318,Deterrence (1998),Thriller,Deterrence (1998) Thriller
3319,Judy Berlin (1999),Drama,Judy Berlin (1999) Drama
3320,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,Mifune (Mifunes sidste sang) (1999) Comedy|Romance
3321,"Waiting Game, The (2000)",Comedy,"Waiting Game, The (2000) Comedy"
3322,3 Strikes (2000),Comedy,3 Strikes (2000) Comedy
3323,Chain of Fools (2000),Comedy|Crime,Chain of Fools (2000) Comedy|Crime
3324,Drowning Mona (2000),Comedy,Drowning Mona (2000) Comedy
3325,"Next Best Thing, The (2000)",Comedy|Drama,"Next Best Thing, The (2000) Comedy|Drama"
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,What Planet Are You From? (2000) Comedy|Sci-Fi
3327,Beyond the Mat (2000),Documentary,Beyond the Mat (2000) Documentary
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,Ghost Dog: The Way of the Samurai (1999) Crime|Drama
3329,"Year My Voice Broke, The (1987)",Drama,"Year My Voice Broke, The (1987) Drama"
3330,Splendor in the Grass (1961),Drama,Splendor in the Grass (1961) Drama
3331,My Tutor (1983),Drama,My Tutor (1983) Drama
3332,"Legend of Lobo, The (1962)",Adventure|Children's,"Legend of Lobo, The (1962) Adventure|Children's"
3333,"Killing of Sister George, The (1968)",Drama,"Killing of Sister George, The (1968) Drama"
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,Key Largo (1948) Crime|Drama|Film-Noir|Thriller
3335,Jail Bait (1954),Crime|Drama,Jail Bait (1954) Crime|Drama
3336,It Happened Here (1961),Drama,It Happened Here (1961) Drama
3337,I'll Never Forget What's 'is Name (1967),Comedy|Drama,I'll Never Forget What's 'is Name (1967) Comedy|Drama
3338,For All Mankind (1989),Documentary,For All Mankind (1989) Documentary
3339,Cross of Iron (1977),War,Cross of Iron (1977) War
3340,Bride of the Monster (1956),Horror|Sci-Fi,Bride of the Monster (1956) Horror|Sci-Fi
3341,Born Yesterday (1950),Comedy,Born Yesterday (1950) Comedy
3342,Birdy (1984),Drama|War,Birdy (1984) Drama|War
3343,And God Created Woman (1988),Comedy|Drama|Romance,And God Created Woman (1988) Comedy|Drama|Romance
3344,Blood Feast (1963),Horror,Blood Feast (1963) Horror
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children's,"Charlie, the Lonesome Cougar (1967) Adventure|Children's"
3346,Color Me Blood Red (1965),Horror,Color Me Blood Red (1965) Horror
3347,Never Cry Wolf (1983),Drama,Never Cry Wolf (1983) Drama
3348,"Night Visitor, The (1970)",Crime|Thriller,"Night Visitor, The (1970) Crime|Thriller"
3349,"Perils of Pauline, The (1947)",Comedy,"Perils of Pauline, The (1947) Comedy"
3350,"Raisin in the Sun, A (1961)",Drama,"Raisin in the Sun, A (1961) Drama"
3351,Two Thousand Maniacs! (1964),Horror,Two Thousand Maniacs! (1964) Horror
3352,Brown's Requiem (1998),Drama,Brown's Requiem (1998) Drama
3353,"Closer You Get, The (2000)",Comedy|Romance,"Closer You Get, The (2000) Comedy|Romance"
3354,Mission to Mars (2000),Sci-Fi,Mission to Mars (2000) Sci-Fi
3355,"Ninth Gate, The (2000)",Thriller,"Ninth Gate, The (2000) Thriller"
3356,Condo Painting (2000),Documentary,Condo Painting (2000) Documentary
3357,East-West (Est-ouest) (1999),Drama|Romance,East-West (Est-ouest) (1999) Drama|Romance
3358,Defending Your Life (1991),Comedy|Romance,Defending Your Life (1991) Comedy|Romance
3359,Breaking Away (1979),Drama,Breaking Away (1979) Drama
3360,Hoosiers (1986),Drama,Hoosiers (1986) Drama
3361,Bull Durham (1988),Comedy,Bull Durham (1988) Comedy
3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,Dog Day Afternoon (1975) Comedy|Crime|Drama
3363,American Graffiti (1973),Comedy|Drama,American Graffiti (1973) Comedy|Drama
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,"Asphalt Jungle, The (1950) Crime|Film-Noir"
3365,"Searchers, The (1956)",Western,"Searchers, The (1956) Western"
3366,Where Eagles Dare (1969),Action|Adventure|War,Where Eagles Dare (1969) Action|Adventure|War
3367,"Devil's Brigade, The (1968)",War,"Devil's Brigade, The (1968) War"
3368,"Big Country, The (1958)",Romance|Western,"Big Country, The (1958) Romance|Western"
3369,Any Number Can Win (Mélodie en sous-sol ) (1963),Crime,Any Number Can Win (Mélodie en sous-sol ) (1963) Crime
3370,Betrayed (1988),Drama|Thriller,Betrayed (1988) Drama|Thriller
3371,Bound for Glory (1976),Drama,Bound for Glory (1976) Drama
3372,"Bridge at Remagen, The (1969)",Action|War,"Bridge at Remagen, The (1969) Action|War"
3373,Buck and the Preacher (1972),Western,Buck and the Preacher (1972) Western
3374,Daughters of the Dust (1992),Drama,Daughters of the Dust (1992) Drama
3375,Destination Moon (1950),Sci-Fi,Destination Moon (1950) Sci-Fi
3376,"Fantastic Night, The (La Nuit Fantastique) (1949)",Romance,"Fantastic Night, The (La Nuit Fantastique) (1949) Romance"
3377,Hangmen Also Die (1943),Drama|War,Hangmen Also Die (1943) Drama|War
3378,"Ogre, The (Der Unhold) (1996)",Drama,"Ogre, The (Der Unhold) (1996) Drama"
3379,On the Beach (1959),Drama,On the Beach (1959) Drama
3380,Railroaded! (1947),Film-Noir,Railroaded! (1947) Film-Noir
3381,Slaves to the Underground (1997),Comedy|Drama,Slaves to the Underground (1997) Comedy|Drama
3382,Song of Freedom (1936),Drama,Song of Freedom (1936) Drama
3383,Big Fella (1937),Drama|Musical,Big Fella (1937) Drama|Musical
3384,"Taking of Pelham One Two Three, The (1974)",Action,"Taking of Pelham One Two Three, The (1974) Action"
3385,Volunteers (1985),Comedy,Volunteers (1985) Comedy
3386,JFK (1991),Drama|Mystery,JFK (1991) Drama|Mystery
3387,Who's Harry Crumb? (1989),Comedy,Who's Harry Crumb? (1989) Comedy
3388,Harry and the Hendersons (1987),Comedy,Harry and the Hendersons (1987) Comedy
3389,Let's Get Harry (1986),Action|Adventure,Let's Get Harry (1986) Action|Adventure
3390,Shanghai Surprise (1986),Adventure,Shanghai Surprise (1986) Adventure
3391,Who's That Girl? (1987),Comedy,Who's That Girl? (1987) Comedy
3392,She-Devil (1989),Comedy,She-Devil (1989) Comedy
3393,Date with an Angel (1987),Comedy|Fantasy,Date with an Angel (1987) Comedy|Fantasy
3394,Blind Date (1987),Comedy|Romance,Blind Date (1987) Comedy|Romance
3395,Nadine (1987),Comedy,Nadine (1987) Comedy
3396,"Muppet Movie, The (1979)",Children's|Comedy,"Muppet Movie, The (1979) Children's|Comedy"
3397,"Great Muppet Caper, The (1981)",Children's|Comedy,"Great Muppet Caper, The (1981) Children's|Comedy"
3398,"Muppets Take Manhattan, The (1984)",Children's|Comedy,"Muppets Take Manhattan, The (1984) Children's|Comedy"
3399,Sesame Street Presents Follow That Bird (1985),Children's|Comedy,Sesame Street Presents Follow That Bird (1985) Children's|Comedy
3400,We're Back! A Dinosaur's Story (1993),Animation|Children's,We're Back! A Dinosaur's Story (1993) Animation|Children's
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,Baby... Secret of the Lost Legend (1985) Adventure|Sci-Fi
3402,Turtle Diary (1985),Drama,Turtle Diary (1985) Drama
3403,Raise the Titanic (1980),Drama|Thriller,Raise the Titanic (1980) Drama|Thriller
3404,Titanic (1953),Action|Drama,Titanic (1953) Action|Drama
3405,"Night to Remember, A (1958)",Action|Drama,"Night to Remember, A (1958) Action|Drama"
3406,Captain Horatio Hornblower (1951),Action|Adventure|War,Captain Horatio Hornblower (1951) Action|Adventure|War
3407,"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",Comedy|Drama,"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999) Comedy|Drama"
3408,Erin Brockovich (2000),Drama,Erin Brockovich (2000) Drama
3409,Final Destination (2000),Drama|Thriller,Final Destination (2000) Drama|Thriller
3410,Soft Fruit (1999),Comedy|Drama,Soft Fruit (1999) Comedy|Drama
3411,Babymother (1998),Drama,Babymother (1998) Drama
3412,"Bear, The (1988)",Adventure,"Bear, The (1988) Adventure"
3413,Impact (1949),Crime|Drama,Impact (1949) Crime|Drama
3414,Love Is a Many-Splendored Thing (1955),Romance,Love Is a Many-Splendored Thing (1955) Romance
3415,"Mirror, The (Zerkalo) (1975)",Drama,"Mirror, The (Zerkalo) (1975) Drama"
3416,"Trial, The (Le Procès) (1963)",Drama,"Trial, The (Le Procès) (1963) Drama"
3417,"Crimson Pirate, The (1952)",Adventure|Comedy|Sci-Fi,"Crimson Pirate, The (1952) Adventure|Comedy|Sci-Fi"
3418,Thelma & Louise (1991),Action|Drama,Thelma & Louise (1991) Action|Drama
3419,Something for Everyone (1970),Comedy|Crime,Something for Everyone (1970) Comedy|Crime
3420,...And Justice for All (1979),Drama|Thriller,...And Justice for All (1979) Drama|Thriller
3421,Animal House (1978),Comedy,Animal House (1978) Comedy
3422,She's Gotta Have It (1986),Comedy|Romance,She's Gotta Have It (1986) Comedy|Romance
3423,School Daze (1988),Drama,School Daze (1988) Drama
3424,Do the Right Thing (1989),Comedy|Drama,Do the Right Thing (1989) Comedy|Drama
3425,Mo' Better Blues (1990),Drama,Mo' Better Blues (1990) Drama
3426,Jungle Fever (1991),Drama|Romance,Jungle Fever (1991) Drama|Romance
3427,Coogan's Bluff (1968),Crime,Coogan's Bluff (1968) Crime
3428,"Champ, The (1979)",Drama,"Champ, The (1979) Drama"
3429,Creature Comforts (1990),Animation|Comedy,Creature Comforts (1990) Animation|Comedy
3430,Death Wish (1974),Action|Drama,Death Wish (1974) Action|Drama
3431,Death Wish II (1982),Action|Drama,Death Wish II (1982) Action|Drama
3432,Death Wish 3 (1985),Action|Drama,Death Wish 3 (1985) Action|Drama
3433,Death Wish 4: The Crackdown (1987),Action|Drama,Death Wish 4: The Crackdown (1987) Action|Drama
3434,Death Wish V: The Face of Death (1994),Action|Drama,Death Wish V: The Face of Death (1994) Action|Drama
3435,Double Indemnity (1944),Crime|Film-Noir,Double Indemnity (1944) Crime|Film-Noir
3436,Dying Young (1991),Drama|Romance,Dying Young (1991) Drama|Romance
3437,Cool as Ice (1991),Drama,Cool as Ice (1991) Drama
3438,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,Teenage Mutant Ninja Turtles (1990) Action|Children's|Fantasy
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991) Action|Children's|Fantasy
3440,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy,Teenage Mutant Ninja Turtles III (1993) Action|Children's|Fantasy
3441,Red Dawn (1984),Action|War,Red Dawn (1984) Action|War
3442,Band of the Hand (1986),Action,Band of the Hand (1986) Action
3443,Born American (1986),Action|Drama|Thriller,Born American (1986) Action|Drama|Thriller
3444,Bloodsport (1988),Action,Bloodsport (1988) Action
3445,Eyes of Laura Mars (1978),Mystery|Thriller,Eyes of Laura Mars (1978) Mystery|Thriller
3446,Funny Bones (1995),Comedy,Funny Bones (1995) Comedy
3447,"Good Earth, The (1937)",Drama,"Good Earth, The (1937) Drama"
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,"Good Morning, Vietnam (1987) Comedy|Drama|War"
3449,"Good Mother, The (1988)",Drama,"Good Mother, The (1988) Drama"
3450,Grumpy Old Men (1993),Comedy,Grumpy Old Men (1993) Comedy
3451,Guess Who's Coming to Dinner (1967),Comedy|Drama,Guess Who's Coming to Dinner (1967) Comedy|Drama
3452,Romeo Must Die (2000),Action|Romance,Romeo Must Die (2000) Action|Romance
3453,Here on Earth (2000),Drama|Romance,Here on Earth (2000) Drama|Romance
3454,Whatever It Takes (2000),Comedy|Romance,Whatever It Takes (2000) Comedy|Romance
3455,Buddy Boy (1999),Drama|Thriller,Buddy Boy (1999) Drama|Thriller
3456,"Color of Paradise, The (Rang-e Khoda) (1999)",Drama,"Color of Paradise, The (Rang-e Khoda) (1999) Drama"
3457,Waking the Dead (1999),Drama,Waking the Dead (1999) Drama
3458,Blood and Sand (Sangre y Arena) (1989),Drama|Romance,Blood and Sand (Sangre y Arena) (1989) Drama|Romance
3459,Gothic (1986),Drama|Horror,Gothic (1986) Drama|Horror
3460,Hillbillys in a Haunted House (1967),Comedy,Hillbillys in a Haunted House (1967) Comedy
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,Lord of the Flies (1963) Adventure|Drama|Thriller
3462,Modern Times (1936),Comedy,Modern Times (1936) Comedy
3463,Last Resort (1994),Comedy,Last Resort (1994) Comedy
3464,Solar Crisis (1993),Sci-Fi|Thriller,Solar Crisis (1993) Sci-Fi|Thriller
3465,That's Life! (1986),Drama,That's Life! (1986) Drama
3466,Heart and Souls (1993),Comedy|Fantasy,Heart and Souls (1993) Comedy|Fantasy
3467,Hud (1963),Drama|Western,Hud (1963) Drama|Western
3468,"Hustler, The (1961)",Drama,"Hustler, The (1961) Drama"
3469,Inherit the Wind (1960),Drama,Inherit the Wind (1960) Drama
3470,Dersu Uzala (1974),Adventure|Drama,Dersu Uzala (1974) Adventure|Drama
3471,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,Close Encounters of the Third Kind (1977) Drama|Sci-Fi
3472,Horror Hotel (a.k.a. The City of the Dead) (1960),Horror,Horror Hotel (a.k.a. The City of the Dead) (1960) Horror
3473,Jonah Who Will Be 25 in the Year 2000 (1976),Comedy,Jonah Who Will Be 25 in the Year 2000 (1976) Comedy
3474,Retroactive (1997),Sci-Fi|Thriller,Retroactive (1997) Sci-Fi|Thriller
3475,"Place in the Sun, A (1951)",Drama|Romance,"Place in the Sun, A (1951) Drama|Romance"
3476,Jacob's Ladder (1990),Horror|Mystery|Thriller,Jacob's Ladder (1990) Horror|Mystery|Thriller
3477,Empire Records (1995),Comedy|Drama,Empire Records (1995) Comedy|Drama
3478,"Bamba, La (1987)",Drama,"Bamba, La (1987) Drama"
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,Ladyhawke (1985) Adventure|Fantasy|Romance
3480,Lucas (1986),Drama,Lucas (1986) Drama
3481,High Fidelity (2000),Comedy,High Fidelity (2000) Comedy
3482,Price of Glory (2000),Drama,Price of Glory (2000) Drama
3483,"Road to El Dorado, The (2000)",Animation|Children's,"Road to El Dorado, The (2000) Animation|Children's"
3484,"Skulls, The (2000)",Thriller,"Skulls, The (2000) Thriller"
3485,Autopsy (Macchie Solari) (1975),Horror,Autopsy (Macchie Solari) (1975) Horror
3486,Devil Girl From Mars (1954),Sci-Fi,Devil Girl From Mars (1954) Sci-Fi
3487,"Dorado, El (1967)",Western,"Dorado, El (1967) Western"
3488,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi,"Hideous Sun Demon, The (1959) Horror|Sci-Fi"
3489,Hook (1991),Adventure|Fantasy,Hook (1991) Adventure|Fantasy
3490,Horror Express (1972),Horror,Horror Express (1972) Horror
3491,My Chauffeur (1986),Comedy,My Chauffeur (1986) Comedy
3492,"Son of the Sheik, The (1926)",Adventure,"Son of the Sheik, The (1926) Adventure"
3493,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),Horror,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973) Horror
3494,True Grit (1969),Adventure|Western,True Grit (1969) Adventure|Western
3495,Roadside Prophets (1992),Comedy|Drama,Roadside Prophets (1992) Comedy|Drama
3496,Madame Sousatzka (1988),Drama,Madame Sousatzka (1988) Drama
3497,Max Dugan Returns (1983),Comedy,Max Dugan Returns (1983) Comedy
3498,Midnight Express (1978),Drama,Midnight Express (1978) Drama
3499,Misery (1990),Horror,Misery (1990) Horror
3500,Mr. Saturday Night (1992),Comedy|Drama,Mr. Saturday Night (1992) Comedy|Drama
3501,Murphy's Romance (1985),Comedy|Romance,Murphy's Romance (1985) Comedy|Romance
3502,My Life (1993),Drama,My Life (1993) Drama
3503,Solaris (Solyaris) (1972),Drama|Sci-Fi,Solaris (Solyaris) (1972) Drama|Sci-Fi
3504,Network (1976),Comedy|Drama,Network (1976) Comedy|Drama
3505,No Way Out (1987),Thriller,No Way Out (1987) Thriller
3506,North Dallas Forty (1979),Comedy|Drama,North Dallas Forty (1979) Comedy|Drama
3507,"Odd Couple, The (1968)",Comedy,"Odd Couple, The (1968) Comedy"
3508,"Outlaw Josey Wales, The (1976)",Western,"Outlaw Josey Wales, The (1976) Western"
3509,Black and White (1999),Drama,Black and White (1999) Drama
3510,Frequency (2000),Drama|Thriller,Frequency (2000) Drama|Thriller
3511,Ready to Rumble (2000),Comedy,Ready to Rumble (2000) Comedy
3512,Return to Me (2000),Drama|Romance,Return to Me (2000) Drama|Romance
3513,Rules of Engagement (2000),Drama|Thriller,Rules of Engagement (2000) Drama|Thriller
3514,Joe Gould's Secret (2000),Drama,Joe Gould's Secret (2000) Drama
3515,Me Myself I (2000),Comedy,Me Myself I (2000) Comedy
3516,"Bell, Book and Candle (1958)",Comedy|Romance,"Bell, Book and Candle (1958) Comedy|Romance"
3517,"Bells, The (1926)",Crime|Drama,"Bells, The (1926) Crime|Drama"
3518,"End of Violence, The (1997)",Drama|Thriller,"End of Violence, The (1997) Drama|Thriller"
3519,Force 10 from Navarone (1978),Action|War,Force 10 from Navarone (1978) Action|War
3520,How to Stuff a Wild Bikini (1965),Comedy,How to Stuff a Wild Bikini (1965) Comedy
3521,Mystery Train (1989),Comedy|Crime|Drama,Mystery Train (1989) Comedy|Crime|Drama
3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama,Sacco and Vanzetti (Sacco e Vanzetti) (1971) Drama
3523,Taffin (1988),Action|Thriller,Taffin (1988) Action|Thriller
3524,Arthur (1981),Comedy|Romance,Arthur (1981) Comedy|Romance
3525,Bachelor Party (1984),Comedy,Bachelor Party (1984) Comedy
3526,Parenthood (1989),Comedy|Drama,Parenthood (1989) Comedy|Drama
3527,Predator (1987),Action|Sci-Fi|Thriller,Predator (1987) Action|Sci-Fi|Thriller
3528,"Prince of Tides, The (1991)",Drama|Romance,"Prince of Tides, The (1991) Drama|Romance"
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,"Postman Always Rings Twice, The (1981) Crime|Thriller"
3530,Smoking/No Smoking (1993),Comedy,Smoking/No Smoking (1993) Comedy
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,All the Vermeers in New York (1990) Comedy|Drama|Romance
3532,Freedom for Us (À nous la liberté ) (1931),Comedy,Freedom for Us (À nous la liberté ) (1931) Comedy
3533,"Actor's Revenge, An (Yukinojo Henge) (1963)",Drama,"Actor's Revenge, An (Yukinojo Henge) (1963) Drama"
3534,28 Days (2000),Comedy,28 Days (2000) Comedy
3535,American Psycho (2000),Comedy|Horror|Thriller,American Psycho (2000) Comedy|Horror|Thriller
3536,Keeping the Faith (2000),Comedy|Romance,Keeping the Faith (2000) Comedy|Romance
3537,Where the Money Is (2000),Comedy|Drama,Where the Money Is (2000) Comedy|Drama
3538,East is East (1999),Comedy,East is East (1999) Comedy
3539,"Filth and the Fury, The (2000)",Documentary,"Filth and the Fury, The (2000) Documentary"
3540,Passion of Mind (1999),Romance|Thriller,Passion of Mind (1999) Romance|Thriller
3541,Third World Cop (1999),Action,Third World Cop (1999) Action
3542,Coming Apart (1969),Drama,Coming Apart (1969) Drama
3543,Diner (1982),Comedy|Drama,Diner (1982) Comedy|Drama
3544,Shakes the Clown (1991),Comedy,Shakes the Clown (1991) Comedy
3545,Cabaret (1972),Musical|War,Cabaret (1972) Musical|War
3546,What Ever Happened to Baby Jane? (1962),Drama|Thriller,What Ever Happened to Baby Jane? (1962) Drama|Thriller
3547,Prick Up Your Ears (1987),Drama,Prick Up Your Ears (1987) Drama
3548,Auntie Mame (1958),Comedy|Drama,Auntie Mame (1958) Comedy|Drama
3549,Guys and Dolls (1955),Musical,Guys and Dolls (1955) Musical
3550,"Hunger, The (1983)",Horror,"Hunger, The (1983) Horror"
3551,Marathon Man (1976),Thriller,Marathon Man (1976) Thriller
3552,Caddyshack (1980),Comedy,Caddyshack (1980) Comedy
3553,Gossip (2000),Drama|Thriller,Gossip (2000) Drama|Thriller
3554,Love and Basketball (2000),Drama|Romance,Love and Basketball (2000) Drama|Romance
3555,U-571 (2000),Action|Thriller,U-571 (2000) Action|Thriller
3556,"Virgin Suicides, The (1999)",Comedy|Drama,"Virgin Suicides, The (1999) Comedy|Drama"
3557,Jennifer 8 (1992),Thriller,Jennifer 8 (1992) Thriller
3558,"Law, The (Le Legge) (1958)",Drama,"Law, The (Le Legge) (1958) Drama"
3559,Limelight (1952),Drama,Limelight (1952) Drama
3560,Phantom Love (Ai No Borei) (1978),Drama,Phantom Love (Ai No Borei) (1978) Drama
3561,Stacy's Knights (1982),Drama,Stacy's Knights (1982) Drama
3562,Committed (2000),Comedy|Drama,Committed (2000) Comedy|Drama
3563,"Crow: Salvation, The (2000)",Action|Horror,"Crow: Salvation, The (2000) Action|Horror"
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children's|Comedy,"Flintstones in Viva Rock Vegas, The (2000) Children's|Comedy"
3565,Where the Heart Is (2000),Comedy|Drama,Where the Heart Is (2000) Comedy|Drama
3566,"Big Kahuna, The (2000)",Comedy|Drama,"Big Kahuna, The (2000) Comedy|Drama"
3567,Bossa Nova (1999),Comedy,Bossa Nova (1999) Comedy
3568,Smiling Fish and Goat on Fire (1999),Drama,Smiling Fish and Goat on Fire (1999) Drama
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,"Idiots, The (Idioterne) (1998) Comedy|Drama"
3570,"Last September, The (1999)",Drama,"Last September, The (1999) Drama"
3571,Time Code (2000),Drama,Time Code (2000) Drama
3572,Carnosaur (1993),Horror|Sci-Fi,Carnosaur (1993) Horror|Sci-Fi
3573,Carnosaur 2 (1995),Horror|Sci-Fi,Carnosaur 2 (1995) Horror|Sci-Fi
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,Carnosaur 3: Primal Species (1996) Horror|Sci-Fi
3575,Defying Gravity (1997),Drama,Defying Gravity (1997) Drama
3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,"Hidden, The (1987) Action|Horror|Sci-Fi"
3577,Two Moon Juction (1988),Drama,Two Moon Juction (1988) Drama
3578,Gladiator (2000),Action|Drama,Gladiator (2000) Action|Drama
3579,I Dreamed of Africa (2000),Drama,I Dreamed of Africa (2000) Drama
3580,Up at the Villa (2000),Drama,Up at the Villa (2000) Drama
3581,Human Traffic (1999),Drama,Human Traffic (1999) Drama
3582,"Jails, Hospitals & Hip-Hop (2000)",Drama,"Jails, Hospitals & Hip-Hop (2000) Drama"
3583,Black Tights (Les Collants Noirs) (1960),Drama,Black Tights (Les Collants Noirs) (1960) Drama
3584,Breathless (1983),Action|Drama|Romance|Thriller,Breathless (1983) Action|Drama|Romance|Thriller
3585,"Great Locomotive Chase, The (1956)",Adventure|War,"Great Locomotive Chase, The (1956) Adventure|War"
3586,"Idolmaker, The (1980)",Drama,"Idolmaker, The (1980) Drama"
3587,Inferno (1980),Horror,Inferno (1980) Horror
3588,"King of Marvin Gardens, The (1972)",Crime|Drama,"King of Marvin Gardens, The (1972) Crime|Drama"
3589,"Kill, Baby... Kill! (Operazione Paura) (1966)",Horror,"Kill, Baby... Kill! (Operazione Paura) (1966) Horror"
3590,"Lords of Flatbush, The (1974)",Comedy,"Lords of Flatbush, The (1974) Comedy"
3591,Mr. Mom (1983),Comedy|Drama,Mr. Mom (1983) Comedy|Drama
3592,Time Masters (Les Maîtres du Temps) (1982),Animation|Sci-Fi,Time Masters (Les Maîtres du Temps) (1982) Animation|Sci-Fi
3593,Battlefield Earth (2000),Action|Sci-Fi,Battlefield Earth (2000) Action|Sci-Fi
3594,Center Stage (2000),Drama,Center Stage (2000) Drama
3595,Held Up (2000),Comedy,Held Up (2000) Comedy
3596,Screwed (2000),Comedy,Screwed (2000) Comedy
3597,Whipped (2000),Comedy,Whipped (2000) Comedy
3598,Hamlet (2000),Drama,Hamlet (2000) Drama
3599,Anchors Aweigh (1945),Comedy|Musical,Anchors Aweigh (1945) Comedy|Musical
3600,Blue Hawaii (1961),Comedy|Musical,Blue Hawaii (1961) Comedy|Musical
3601,"Castaway Cowboy, The (1974)",Comedy|Western,"Castaway Cowboy, The (1974) Comedy|Western"
3602,G. I. Blues (1960),Musical,G. I. Blues (1960) Musical
3603,"Gay Deceivers, The (1969)",Comedy,"Gay Deceivers, The (1969) Comedy"
3604,Gypsy (1962),Musical,Gypsy (1962) Musical
